CAS_SPC,fullcurrname,synom
2827,Paracanthocobitis botia,
2829,Paracanthocobitis mackenziei,
2831,Aborichthys boutanensis,
2832,Oxynoemacheilus brandtii,
2833,Petruichthys brevis,
2834,Physoschistura raoi,
2835,Schistura carletoni,
2837,Schistura cincticauda,
2838,Schistura paucifasciata,
2839,Schistura balteata,
2841,Paraschistura cristata,
2842,Schistura denisoni,
2844,Schistura altipedunculata,
2845,Schistura dayi,
2848,Schistura devdevi,
2849,Schistura doonensis,
2850,Triplophysa dorsalis,
2851,Aborichthys elongatus,
2852,Indoreonectes evezardi,
2853,Triplophysa farwelli,
2855,Schistura fascimaculata,
2858,Schistura gangetica,
2859,Aborichthys garoensis,
2860,Paracobitis ghazniensis,
2861,Mesonoemacheilus guentheri,
2862,Mesonoemacheilus herrei,
2863,Schistura horai,
2864,Schistura kangjupkhulensis,
2865,Nemacheilus kapuasensis,
2867,Sasanidus kermanshahensis,
2868,Paraschistura kessleri,
2869,Paraschistura prashari,
2870,Iskandaria pardalis,
2871,Schistura kodaguensis,
2872,Iskandaria kuschakewitschi,
2874,Paraschistura lindbergi,
2875,Paracobitis longicauda,
2876,Nemacheilus longipectoralis,
2878,Schistura manipurensis,
2879,Oxynoemacheilus merga,
2880,Nemacheilus monilis,
2882,Schistura kangrae,
2887,Paraschistura naseeri,
2888,Schistura nilgiriensis,
2889,Schistura notostigma,
2890,Sundoreonectes obesus,
2893,Schistura pakistanica,
2894,Oxynoemacheilus panthera,
2895,Acanthocobitis pavonacea,
2896,Neonoemacheilus peguensis,
2897,Mesonoemacheilus petrubanarescui,
2898,Mustura prashadi,
2900,Mesonoemacheilus pulchellus,
2901,Paraschistura punjabensis,
2905,Physoschistura rivulicola,
2906,Paracanthocobitis rubidipinnis,
2909,Nemacheilus saravacensis,
2912,Paraschistura turcmenica,
2913,Schistura scaturigina,
2915,Schistura zonata,
2916,Schistura shebbearei,
2917,Nemacheilus selangoricus,
2920,Mustura shanensis,
2922,Schistura sikmaiensis,
2923,Schistura singhi,
2924,Eidinemacheilus smithi,
2925,Nemacheilus spiniferus,
2926,Triplophysa stenura,
2927,Triplophysa choprai,
2930,Triplophysa uranoscopus,
2931,Schistura striata,
2932,Triplophysa tenuis,
2933,Oxynoemacheilus cyri,
2934,Barbatula toni,
2936,Paracanthocobitis urophthalma,
2937,Schistura vinciguerrae,
2941,Homatula berezowskii,
2943,Triplophysa gracilis,
2944,Triplophysa griffithii,
2945,Triplophysa brahui,
2946,Triplophysa akhtari,
2950,Triplophysa kullmanni,
2952,Triplophysa marmorata,
2954,Triplophysa microps,
2955,Triplophysa shehensis,
2956,Triplophysa stolickai,
2957,Triplophysa tenuicauda,
2958,Triplophysa yasinensis,
2959,Triplophysa kashmirensis,
2960,Carpiodes carpio,
2961,Carpiodes velifer,
2962,Catostomus ardens,
2963,Catostomus bernardini,
2966,Pantosteus clarkii,
2968,Catostomus columbianus,
2969,Catostomus commersonii,
2972,Chasmistes fecundus,
2973,Catostomus fumeiventris,
2974,Catostomus insignis,
2975,Catostomus latipinnis,
2976,Deltistes luxatus,
2977,Catostomus macrocheilus,
2978,Catostomus microps,
2979,Catostomus occidentalis,
2980,Pantosteus platyrhynchus,
2982,Pantosteus plebeius,
2983,Catostomus rimiculus,
2985,Chasmistes brevirostris,
2986,Chasmistes cujus,
2987,Chasmistes liorus,
2989,Erimyzon sucetta,
2991,Hypentelium etowanum,
2993,Hypentelium roanokense,
2995,Ictiobus meridionalis,
2996,Ictiobus niger,
2997,Moxostoma ariommum,
2998,Thoburnia atripinnis,
2999,Moxostoma austrinum,
3001,Moxostoma cervinum,
3002,Moxostoma congestum,
3003,Moxostoma duquesnei,
3004,Thoburnia hamiltoni,
3005,Moxostoma hubbsi,
3006,Moxostoma lachneri,
3007,Moxostoma macrolepidotum,
3009,Moxostoma poecilurum,
3011,Moxostoma rupiscartes,
3012,Moxostoma valenciennesi,
3013,Brama brama,
3021,Brama caribbea,
3024,Brama japonica,
3025,Brama myersi,
3028,Cyprinus carpio,
3029,Leuciscus leuciscus,
3030,Abramis brama,
3032,Cobitis taenia,
3033,Misgurnus fossilis,
3036,Barbus barbus,
3037,Cirrhinus cirrhosus,
3038,Notropis atherinoides,
3040,Exoglossum maxillingua,
3044,Carpiodes cyprinus,
3045,Moxostoma anisurum,
3047,Phoxinus phoxinus,
3048,Luxilus chrysocephalus,
3055,Garra lamta,
3057,Cabdio jaya,
3058,Puntius sophore,
3059,Barilius barila,
3060,Chela cachius,
3061,Danio dangila,
3062,Crossocheilus oblongus,
3065,Oxygaster anomalura,
3066,Homaloptera ocellata,
3067,Labeo nandina,
3068,Botia almorhae,
3069,Bengala elanga,
3070,Squalius squalus,
3071,Scardinius scardafa,
3073,Balitora brucei,
3074,Rhodeus amarus,
3075,Leuciscus aspius,
3076,Pelecus cultratus,
3078,Schizothorax plagiostomus,
3079,Garra nasuta,
3080,Devario devario,
3081,Psilorhynchus sucatio,
3083,Botia dario,
3087,Catostomus catostomus,
3088,Barbatula barbatula,
3089,Tinca tinca,
3092,Chrosomus erythrogaster,
3093,Pimephales promelas,
3097,Acantopsis dialuzona,
3099,Tor tor,
3101,Carassius carassius,
3102,Chondrostoma nasus,
3105,Labeobarbus beso,
3107,Opsarius maculatus,
3112,Aulopyge huegelii,
3113,Rohtee ogilbii,
3114,Notemigonus crysoleucas,
3116,Esomus thermoicos,
3118,Pseudophoxinus zeregi,
3119,Bangana diplostoma,
3120,Garra variabilis,
3123,Osteobrama cotio,
3124,Acanthobrama marmid,
3125,Ballerus ballerus,
3126,Chondrostoma soetta,
3127,Gymnostomus ariza,
3129,Cyprinion macrostomus,
3130,Labeo catla,
3133,Schizopyge curvifrons,
3134,Labiobarbus ocellatus,
3141,Aperioptus pictorius,
3142,Labeo umbratus,
3144,Pimephales vigilax,
3148,Lavinia exilicauda,
3149,Hypentelium nigricans,
3151,Gila alutacea,
3152,Campostoma anomalum,
3153,Pimephales notatus,
3154,Culter alburnus,
3158,Luciosoma setigerum,
3159,Epalzeorhynchos kalopterum,
3160,Schismatorhynchos heterorhynchos,
3164,Agosia chrysogaster,
3166,Dionda episcopa,
3168,Hybognathus amarus,
3169,Algansea tincella,
3170,Meda fulgida,
3171,Notropis blennius,
3172,Richardsonius balteatus,
3173,Codoma ornata,
3174,Clinostomus elongatus,
3175,Notropis hudsonius,
3176,Tiaroga cobitis,
3180,Lepidocephalus macrochir,
3184,Leuciscus idus,
3186,Balantiocheilos melanopterus,
3187,Garra lissorhynchus,
3189,Osteobrama belangeri,
3190,Cyprinion semiplotum,
3191,Labeo senegalensis,
3192,Barbichthys laevis,
3193,Diplocheilichthys pleurotaenia,
3194,Labeo chrysophekadion,
3197,Albulichthys albuloides,
3198,Acheilognathus melanogaster,
3199,Amblyrhynchichthys truncatus,
3201,Laubuka laubuca,
3203,Hypselobarbus mussullah,
3205,Barbonymus belinka,
3206,Cyclocheilichthys apogon,
3207,Neobarynotus microlepis,
3208,Hemiculter leucisculus,
3210,Hypselobarbus kolus,
3211,Leptobarbus hoevenii,
3212,Luciosoma trinema,
3213,Hypophthalmichthys molitrix,
3214,Amblypharyngodon mola,
3215,Thynnichthys thynnoides,
3216,Elopichthys bambusa,
3217,Opsarius shacra,
3220,Rasbora rasbora,
3221,Gnathopogon elongatus,
3222,Rasborichthys helfrichii,
3224,Syncrossus berdmorei,
3225,Acantopsis spectabilis,
3227,Pangio fusca,
3228,Alburnoides maculatus,
3229,Gobio nigrescens,
3239,Opsariichthys uncirostris,
3240,Phoxinellus alepidotus,
3241,Acheilognathus rhombeus,
3242,Acheilognathus typus,
3243,Paracobitis malapterura,
3247,Pseudolaubuca sinensis,
3248,Paracanthobrama guichenoti,
3249,Paralaubuca typus,
3250,Notropis buccata,
3257,Ptychobarbus conirostris,
3258,Diptychus maculatus,
3259,Schizopygopsis stolickai,
3260,Phenacobius teretulus,
3261,Notropis photogenis,
3263,Opsarius bakeri,
3264,Mystacoleucus padangensis,
3265,Opsaridium zambezense,
3266,Ochetobius elongatus,
3267,Squaliobarbus curriculus,
3269,Securicula gora,
3270,Oreonectes platycephalus,
3271,Schizopygopsis dobula,
3272,Labeobarbus lagensis,
3274,Osteochilus melanopleura,
3276,Sarcocheilichthys variegatus,
3280,Pseudaspius leptocephalus,
3281,Ladislavia taczanowskii,
3285,Rhinogobio typus,
3286,Acheilognathus macropterus,
3287,Saurogobio dumerili,
3289,Moxostoma carinatum,
3299,Squalidus chankaensis,
3300,Megalobrama skolkovii,
3302,Vimba vimba,
3303,Telestes ukliva,
3304,Toxabramis swinhonis,
3306,Plagopterus argentissimus,
3307,Lepidomeda vittata,
3308,Gastromyzon borneensis,
3311,Claea dabryi,
3312,Triplophysa strauchii,
3314,Erimyzon oblongus,
3318,Rhinogobio nasutus,
3320,Notropis scabriceps,
3321,Moxostoma lacerum,
3322,Myxocyprinus asiaticus,
3324,Cosmochilus harmandi,
3325,Minytrema melanops,
3326,Cyprinella stigmatura,
3330,Paramisgurnus dabryanus,
3331,Formosania davidi,
3334,Opsopoeodus emiliae,
3335,Semilabeo notabilis,
3336,Distoechodon tumirostris,
3337,Sarcocheilichthys davidi,
3338,Probarbus jullieni,
3339,Stypodon signifer,
3342,Luxilus coccogenis,
3343,Erimystax dissimilis,
3351,Lefua pleskei,
3353,Notropis procne,
3354,Schizopygopsis extrema,
3355,Schizopygopsis labiosa,
3360,Scaphiodonichthys burmanicus,
3361,Gastromyzon monticola,
3362,Alburnoides bipunctatus,
3363,Pangio doriae,
3365,Acanthogobio guentheri,
3366,Pungtungia herzi,
3369,Cyclocheilichthys heteronema,
3370,Nematabramis everetti,
3371,Neobola bottegoi,
3372,Evarra eigenmanni,
3373,Gnathopogon herzensteini,
3376,Iotichthys phlegethontis,
3378,Yuriria alta,
3379,Schizothorax zarudnyi,
3380,Catlocarpio siamensis,
3382,Chelaethiops elongatus,
3383,Glaniopsis hanitschi,
3384,Algansea popoche,
3386,Oreoleuciscus potanini,
3387,Leptocypris modestus,
3388,Ischikauia steenackeri,
3391,Zacco platypus,
3392,Gyrinocheilus pustulosus,
3393,Ellopostoma megalomycter,
3395,Yuriria chapalae,
3397,Biwia zezera,
3399,Lefua nikkonis,
3400,Barbatula oreas,
3404,Luciocyprinus langsoni,
3405,Vaillantella euepiptera,
3406,Homalopteroides wassinkii,
3409,Coreius cetopsis,
3410,Neogastromyzon nieuwenhuisii,
3411,Aspiolucius esocinus,
3412,Paraleucogobio notacanthus,
3414,Aphyocypris moltrechti,
3415,Nematabramis alestes,
3416,Margariscus margarita,
3417,Macrhybopsis gelida,
3419,Candidia barbata,
3420,Acapoeta tanganicae,
3424,Gobiobotia pappenheimi,
3425,Lepturichthys fimbriatus,
3426,Hemimyzon formosanus,
3428,Rutilus frisii,
3429,Ageneiogarra imberba,
3431,Leuciscus merzbacheri,
3432,Hesperoleucus symmetricus,
3433,Ictiobus cyprinellus,
3434,Aborichthys kempi,
3438,Saurogobio dabryi,
3440,Annamia normani,
3444,Puntioplites proctozysron,
3446,Aperioptus gracilis,
3447,Bhavania australis,
3450,Beaufortia leveretti,
3451,Barbopsis devecchii,
3453,Caecobarbus geertsii,
3456,Barbodes pachycheilus,
3457,Chagunius chagunio,
3458,Alburnus chalcoides,
3459,Homalopteroides rupicola,
3460,Mylocheilus caurinus,
3462,Pangio anguillaris,
3463,Coptostomabarbus wittei,
3464,Coreoleuciscus splendidus,
3468,Discogobio tetrabarbatus,
3470,Devario kakhienensis,
3471,Cyprinella monacha,
3472,Eremichthys acros,
3473,Yunnanilus nigromaculatus,
3476,Leptobarbus rubripinna,
3479,Gyrinocheilus pennocki,
3480,Parachela williaminae,
3481,Hainania serrata,
3482,Hedinichthys yarkandensis,
3484,Garra culiciphaga,
3486,Schizopygopsis microcephalus,
3487,Microphysogobio chenhsienensis,
3488,Crossocheilus reticulatus,
3489,Homalopterula ripleyi,
3490,Homatula potanini,
3491,Horadandia atukorali,
3492,Garra joshuai,
3493,Garra typhlops,
3494,Incisilabeo behri,
3495,Kantaka brevidorsalis,
3498,Lepidopygopsis typus,
3499,Liniparhomaloptera disparis,
3500,Longiculter siahi,
3504,Mekongina erythrospila,
3505,Cyprinus micristius,
3506,Metahomaloptera omeiensis,
3507,Microphysogobio koreensis,
3508,Microrasbora rubescens,
3509,Gila coriacea,
3511,Microphysogobio amurensis,
3512,Anabarilius transmontanus,
3515,Rectoris posehensis,
3516,Rastrineobola argentea,
3518,Devario regina,
3519,Bangana nukta,
3520,Aphyocypris normalis,
3523,Neohomaloptera johorensis,
3524,Neoeucirrhichthys maydelli,
3525,Aperioptus gracilentus,
3526,Osteochilichthys thomassi,
3527,Barbodes truncatulus,
3528,Oreichthys parvus,
3529,Garra andruzzii,
3530,Aphyocypris kikuchii,
3531,Chrosomus neogaeus,
3532,Percocypris pingi,
3533,Pectenocypris korthausae,
3534,Megalobrama pellegrini,
3535,Exoglossum laurae,
3536,Rectoris mutabilis,
3537,Parapsilorhynchus tentaculatus,
3538,Paraprotomyzon multifasciatus,
3540,Devario laoensis,
3542,Ptychidio jordani,
3544,Pseudopungtungia nigra,
3545,Pseudohomaloptera tatereganii,
3547,Protomyzon whiteheadi,
3549,Prolabeo batesi,
3550,Protomyzon griswoldi,
3551,Procypris mera,
3552,Vanmanenia pingchowensis,
3553,Nemacheilus masyae,
3554,Alburnus oblongus,
3555,Barbodes palata,
3556,Spinibarbichthys denticulatus,
3557,Lepidomeda copei,
3558,Balitora kwangsiensis,
3559,Sinogastromyzon wui,
3560,Sinocyclocheilus tingi,
3562,Sinibrama wui,
3564,Sikukia stejnegeri,
3565,Sewellia lineolata,
3567,Scaphognathops stejnegeri,
3569,Sanagia velifera,
3570,Sawbwa resplendens,
3571,Raiamas salmolucius,
3572,Sabanejewia balcanica,
3573,Yunnanilus pleurotaenia,
3574,Aphyocypris arcus,
3575,Garra widdowsoni,
3577,Travancoria jonesi,
3580,Tanichthys albonubes,
3583,Sikukia gudgeri,
3584,Xenobarbus loveridgei,
3585,Mesonoemacheilus triangularis,
3586,Triplophysa alticeps,
3587,Nun galilaeus,
3588,Pseudogobio abbreviata,
3589,Xenophysogobio boulengeri,
3590,Parazacco spilurus,
3591,Platysmacheilus exiguus,
3592,Sinocrossocheilus guizhouensis,
3593,Folifer brevifilis,
3595,Xenocyprioides parvulus,
3596,Physoschistura brunneana,
3597,Indoreonectes keralensis,
3598,Caecocypris basimi,
3599,Squalius palaciosi,
3600,Inlecypris auropurpureus,
3601,Kalimantania lawak,
3602,Rasbora argyrotaenia,
3603,Plesiomyzon baotingensis,
3604,Chrosomus oreas,
3605,Mesogobio lachneri,
3606,Ladigesocypris ghigii,
3608,Relictus solitarius,
3610,Malayochela maassi,
3612,Garra elegans,
3614,Ancherythroculter kurematsui,
3615,Oxygymnocypris stewartii,
3616,Oxynoemacheilus persa,
3617,Pseudobarbus quathlambae,
3618,Laubuka fasciata,
3622,Turcinoemacheilus kosswigi,
3623,Romanogobio uranoscopus,
3624,Romanogobio kesslerii,
3625,Rasboroides vaterifloris,
3626,Eirmotus octozona,
3628,Abbottina rivularis,
3629,Sarcocheilichthys soldatovi,
3631,Schizocypris brucei,
3632,Capoetobrama kuschakewitschi,
3634,Leucalburnus satunini,
3636,Danio albolineatus,
3637,Thoburnia rhothoeca,
3639,Raiamas bola,
3640,Macrhybopsis tetranema,
3641,Spinibarbus hollandi,
3642,Hypophthalmichthys nobilis,
3646,Onychostoma alticorpus,
3647,Cyclocheilos enoplos,
3648,Chanodichthys erythropterus,
3649,Triplophysa hutjertjuensis,
3652,Pterocapoeta maroccana,
3653,Neolissochilus stracheyi,
3656,Poropuntius normani,
3663,Paralepidocephalus yui,
3664,Parabotia fasciatus,
3665,Micronemacheilus cruciatus,
3666,Vanmanenia stenosoma,
3668,Rhynchocypris lagowskii,
3669,Rhynchocypris czekanowskii,
3671,Thryssocypris smaragdinus,
3672,Barbucca diabolica,
3673,Naziritor zhobensis,
3674,Labeo erythropterus,
3675,Cycleptus elongatus,
3677,Lobocheilos falcifer,
3678,Hampala macrolepidota,
3679,Nemacheilus fasciatus,
3681,Barboides gracilis,
3683,Paranemachilus genilepis,
3684,Gobiocypris rarus,
3685,Belonophago tinanti,
3686,Neolebias gossei,
3687,Neolebias spilotaenia,
3689,Distichodus altus,
3690,Distichodus antonii,
3691,Distichodus atroventralis,
3692,Distichodus brevipinnis,
3693,Distichodus decemmaculatus,
3694,Distichodus engycephalus,
3696,Distichodus fasciolatus,
3698,Distichodus hypostomatus,
3699,Distichodus kolleri,
3701,Distichodus langi,
3702,Distichodus lusosso,
3705,Distichodus mossambicus,
3706,Distichodus noboli,
3707,Distichodus notospilus,
3708,Distichodus petersii,
3710,Distichodus rostratus,
3711,Distichodus rufigiensis,
3712,Distichodus schenga,
3713,Distichodus sexfasciatus,
3716,Eugnathichthys macroterolepis,
3717,Nannocharax angolensis,
3718,Nannocharax lineostriatus,
3719,Nannocharax machadoi,
3720,Nannocharax minutus,
3721,Nannocharax monardi,
3722,Nannocharax multifasciatus,
3724,Nannocharax wittei,
3725,Monostichodus lootensi,
3726,Monostichodus mesmaekersi,
3727,Ichthyborus besse,
3730,Microstomatichthyoborus katangae,
3731,Nannocharax altus,
3732,Nannocharax ansorgii,
3733,Nannocharax brevis,
3734,Nannocharax elongatus,
3735,Nannocharax fasciolaris,
3737,Nannocharax gracilis,
3738,Nannocharax hollyi,
3739,Nannocharax intermedius,
3740,Nannocharax lineomaculatus,
3741,Nannocharax luapulae,
3742,Nannocharax macropterus,
3743,Nannocharax maculicauda,
3744,Nannocharax micros,
3745,Nannocharax niloticus,
3747,Nannocharax occidentalis,
3748,Nannocharax ogoensis,
3749,Nannocharax parvus,
3750,Nannocharax procatopus,
3751,Nannocharax schoutedeni,
3752,Nannocharax seyboldi,
3753,Nannocharax taenia,
3756,Neolebias axelrodi,
3757,Nannaethiops gracilis,
3758,Neolebias philippei,
3759,Neolebias trewavasae,
3760,Neolebias trilineatus,
3765,Phago boulengeri,
3766,Phago intermedius,
3772,Citharinus congicus,
3773,Citharinus eburneensis,
3774,Citharinus gibbosus,
3775,Citharinus macrolepis,
3776,Hemiodus orthonops,
3779,Characidium marshi,
3780,Characidium phoxocephalum,
3781,Compsura gorgonae,
3782,Prochilodus reticulatus,
3786,Cyphocharax platanus,
3792,Anostomus brevior,
3793,Petulanos plicatus,
3794,Petulanos spiloclistron,
3795,Anostomus ternetzi,
3798,Leporinus friderici,
3802,Pseudanos gracilis,
3805,Schizodon platae,
3809,Hoplias microcephalus,
3812,Hoplias teres,
3813,Hoplias patana,
3814,Hoplias aimara,
3816,Hoplias microlepis,
3817,Lebiasina festae,
3818,Lebiasina panamensis,
3824,Nannostomus marilynae,
3829,Carnegiella marthae,
3830,Carnegiella schereri,
3831,Carnegiella myersi,
3836,Gasteropelecus maculatus,
3843,Thoracocharax securis,
3848,Hepsetus microlepis,
3849,Hepsetus lineatus,
3850,Brycinus abeli,
3851,Brycinus affinis,
3852,Alestes ansorgii,
3853,Alestes baremoze,
3857,Bryconalestes bartoni,
3859,Brycinus bimaculatus,
3861,Brycinus brevis,
3862,Brycinus carmesinus,
3864,Brycinus comptus,
3866,Alestes dentex,
3869,Bryconalestes derhami,
3870,Brycinus grandisquamis,
3872,Brycinus imberi,
3878,Brycinus jacksonii,
3879,Brycinus kingsleyae,
3880,Brycinus lateralis,
3885,Brycinus leuciscus,
3889,Alestes liebrechtsii,
3890,Brycinus luteus,
3891,Alestes macrophthalmus,
3892,Brycinus nigricauda,
3897,Brycinus opisthotaenia,
3898,Brycinus peringueyi,
3899,Brycinus poptae,
3900,Brycinus rhodopleura,
3902,Brycinus sadleri,
3905,Alestes stuhlmannii,
3906,Brycinus taeniurus,
3907,Brycinus tessmanni,
3908,Bryconalestes tholloni,
3909,Alestopetersius brichardi,
3910,Alestopetersius caudalis,
3913,Alestopetersius compressus,
3915,Alestopetersius leopoldianus,
3916,Alestopetersius nigropterus,
3917,Alestopetersius smykalai,
3918,Hydrocynus brevis,
3919,Hydrocynus goliath,
3921,Hydrocynus vittatus,
3924,Micralestes acutidens,
3926,Micralestes argyrotaenia,
3927,Micralestes comoensis,
3928,Micralestes congicus,
3929,Micralestes elongatus,
3930,Micralestes fodori,
3931,Micralestes holargyreus,
3935,Micralestes lualabae,
3936,Micralestes occidentalis,
3938,Micralestes stormsi,
3940,Micralestes vittatus,
3943,Nannopetersius lamberti,
3944,Phenacogrammus aurantiacus,
3947,Phenacogrammus deheyni,
3948,Phenacogrammus major,
3949,Phenacogrammus polli,
3950,Phenacogrammus stigmatura,
3951,Phenacogrammus urotaenia,
3952,Micralestes eburneensis,
3953,Rhabdalestes leleupi,
3955,Rhabdalestes maunensis,
3956,Rhabdalestes rhodesiensis,
3957,Rhabdalestes septentrionalis,
3963,Psalidodon fasciatus,
3964,Astyanax kompi,
3965,Astyanax mexicanus,
3967,Astyanax brevimanus,
3969,Astyanax nasutus,
3972,Bathyaethiops breuseghemi,
3973,Bathyaethiops caudomaculatus,
3976,Brachypetersius cadwaladeri,
3979,Brachypetersius huloti,
3980,Brachypetersius notospilus,
3981,Brachypetersius pseudonummifer,
3982,Astyanax baileyi,
3983,Astyanax dorioni,
3986,Brycon behreae,
3987,Brycon chagrensis,
3988,Brycon guatemalensis,
3989,Brycon henni,
3990,Brycon meeki,
3991,Brycon obscurus,
3992,Brycon petrosus,
3993,Oxymormyrus boulengeri,
3994,Bryconaethiops macrops,
3996,Eretmobrycon emperador,
3998,Eretmobrycon scleroparius,
3999,Bryconamericus zeteki,
4000,Pseudocheirodon arnoldi,
4002,Cheirodon australe,
4003,Alestopetersius bifasciatus,
4005,Diapoma terofali,
4006,Hemibrycon dariensis,
4007,Hemigrammopetersius barnardi,
4008,Rhabdalestes brevidorsalis,
4011,Hemigrammus erythrozonus,
4015,Hemigrammus falsus,
4016,Hemigrammus pulcher,
4019,Psalidodon anisitsi,
4021,Hyphessobrycon elachys,
4022,Hyphessobrycon georgettae,
4024,Hyphessobrycon griemi,
4029,Hyphessobrycon tortuguerae,
4035,Mylossoma duriventre,
4039,Roeboides guatemalensis,
4040,Roeboides occidentalis,
4048,Colossoma macropomum,
4050,Piaractus mesopotamicus,
4053,Metynnis argenteus,
4056,Metynnis altidorsalis,
4062,Metynnis hypsauchen,
4063,Metynnis orinocensis,
4067,Metynnis fasciatus,
4068,Metynnis mola,
4070,Metynnis maculatus,
4072,Myleus altipinnis,
4075,Myloplus arnoldi,
4076,Myleus knerii,
4077,Myloplus lobatus,
4079,Myleus micans,
4080,Myleus pacu,
4086,Myloplus rubripinnis,
4088,Myloplus schomburgkii,
4090,Myloplus tiete,
4091,Myloplus torquatus,
4094,Serrasalmus aureus,
